date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_D_1,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1,coronaImpact,yhat
2019-12-07 16:00:00,2019,49,16,7,616,10497.319877483704,692.6435246995995,878.9784771584347,0.4764352110290346,0.0213371244544184,0.2361269174764162,1.0,687.025759836645
2019-12-07 17:00:00,2019,49,17,7,617,10497.319877483704,966.5856436032358,724.0488436829041,0.4885643586567437,0.0069403316047414,0.2396945740924702,1.0,739.2299536637084
2019-12-07 18:00:00,2019,49,18,7,618,10497.319877483704,926.0586664572372,915.4321335181654,0.4996476555987588,-0.0247348652075377,0.2394445233467451,1.0,1422.7393387261448
2019-12-07 19:00:00,2019,49,19,7,619,10497.319877483704,1132.702034084662,1151.3930740478872,0.4703658956783283,-0.0270734431251381,0.2207605884303408,1.0,1122.3898531375166
2019-12-07 20:00:00,2019,49,20,7,620,10497.319877483704,941.6394408230582,925.4644795217934,0.4375445156155275,-0.0324741635958288,0.1981734426640965,1.0,909.5307468781906
2019-12-07 21:00:00,2019,49,21,7,621,10497.319877483704,655.0840336134454,790.8924722056598,0.4101779592178039,-0.0353103332884103,0.17882895624184,1.0,1348.7870101311553
2019-12-07 22:00:00,2019,49,22,7,622,10497.319877483704,731.2506086546769,996.29806337375,0.3319186780889626,-0.0465227561852308,0.1226485178538233,1.0,499.4957983193277
2019-12-07 23:00:00,2019,49,23,7,623,10497.319877483704,1013.0252100840336,438.46134116173454,0.2458067723773345,-0.0535611957124043,0.0592796874895461,1.0,652.9898688447341
2019-12-08 12:00:00,2019,49,12,8,712,3358.2883059765963,237.5104060315715,168.52100034876136,-0.1389398665975273,0.0988207984084104,-0.2148274232588235,1.0,264.04798554936
2019-12-08 13:00:00,2019,49,13,8,713,3358.2883059765963,369.524463991204,318.8166194666994,0.0500343040177187,0.0896656023412809,-0.0717091250156357,1.0,582.8995523443023
2019-12-08 14:00:00,2019,49,14,8,714,3358.2883059765963,183.8235294117647,226.0918541374519,0.2390758795605694,0.0822675959340923,0.0712555155740796,1.0,336.3759522500589
2019-12-08 15:00:00,2019,49,15,8,715,3358.2883059765963,244.6371632765256,220.1518430073349,0.4276958936664171,0.0642987411431805,0.2146302536383214,1.0,459.9732977303071
2019-12-08 16:00:00,2019,49,16,8,716,3358.2883059765963,484.9304955627111,559.4672584397122,0.4646753369074514,0.0728225229612843,0.2326343300542399,1.0,329.2951386161941
2019-12-08 17:00:00,2019,49,17,8,717,3358.2883059765963,383.0389538993168,539.1307462358121,0.5167270390069992,0.0693498107314598,0.2643722552695087,1.0,450.8992381999529
