date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1,revenue
2021-12-14 12:00:00,2021,50,12,14,212,,,0.8763311214517677,0.0671681540711755,-0.3863125775937786,67.56
2021-12-14 13:00:00,2021,50,13,14,213,,,0.8909486067683141,0.0210686158808037,-0.3767645845061331,0.0
2021-12-14 14:00:00,2021,50,14,14,214,,,0.9026282286800916,-0.0376433053971929,-0.3604614902087175,122.9
2021-12-14 15:00:00,2021,50,15,14,215,,,0.9161695268444408,-0.1061721107761588,-0.3473525312683443,4.579999999999998
2021-12-14 16:00:00,2021,50,16,14,216,,,0.8159052183070644,-0.0829857739967335,-0.3172325736164297,83.65
2021-12-14 17:00:00,2021,50,17,14,217,,,0.77703089062167,-0.0855477527232835,-0.2972853776138428,34.86
2021-12-14 18:00:00,2021,50,18,14,218,,,0.6764180254638937,-0.0822468464276213,-0.2676077802717636,176.35
2021-12-14 19:00:00,2021,50,19,14,219,,,0.3516088838051469,-0.2135514575173657,-0.1113413334191241,25.789999999999992
2021-12-14 20:00:00,2021,50,20,14,220,,,0.0812802478745611,-0.2447765165850803,0.0517135610436623,127.13
2021-12-14 21:00:00,2021,50,21,14,221,,,-0.2533509124259036,-0.3407797993304105,0.2240122973336751,0.0
2021-12-15 12:00:00,2021,50,12,15,312,,,0.8401279412744862,0.1411362495989782,-0.3677607147261131,12.9
2021-12-15 13:00:00,2021,50,13,15,313,,,0.7698951133342652,0.0797015258179955,-0.2898712384533726,0.0
2021-12-15 14:00:00,2021,50,14,15,314,,,0.7003899159258413,0.0208106387418437,-0.2062492559203353,31.68
2021-12-15 15:00:00,2021,50,15,15,315,,,0.6270876480373296,-0.0447937450074624,-0.1237308592960935,24.65
2021-12-15 16:00:00,2021,50,16,15,316,,,0.3413124545894853,-0.1336393714436186,0.0052114171591608,57.66
2021-12-15 17:00:00,2021,50,17,15,317,,,0.0022061577836857,-0.2357284894597613,0.1319024169638713,155.37
2021-12-15 18:00:00,2021,50,18,15,318,,,-0.2818017570359932,-0.3234928829060046,0.2557618443270856,267.95
2021-12-15 19:00:00,2021,50,19,15,319,,,-0.322146844926838,-0.3600679742885979,0.2936657767623549,145.36
2021-12-15 20:00:00,2021,50,20,15,320,,,-0.3672838722983741,-0.3717794938489333,0.338826727113007,19.81
2021-12-15 21:00:00,2021,50,21,15,321,,,-0.4064676060997943,-0.4056488947954393,0.3783530986885073,9.53
2021-12-16 12:00:00,2021,50,12,16,412,,,0.0954574061739245,-0.0030451819032374,0.2076511229811689,33.74
2021-12-16 13:00:00,2021,50,13,16,413,,,0.2000455078168228,0.0060657382483149,0.1157814293438473,31.85
2021-12-16 14:00:00,2021,50,14,16,414,,,0.2957888099924195,0.021376797121613,0.0376651793680233,16.6
2021-12-16 15:00:00,2021,50,15,16,415,,,0.3915306086578489,0.0233713215208427,-0.0441590839738305,39.99
2021-12-16 16:00:00,2021,50,16,16,416,,,0.1530800197225223,-0.1302585921383155,0.0518810523942576,102.11
2021-12-16 17:00:00,2021,50,17,16,417,,,-0.0283295735967079,-0.275785936088311,0.1437486355402719,79.41
2021-12-16 18:00:00,2021,50,18,16,418,,,-0.2667801625320345,-0.4294158497474694,0.2375737156359871,94.95
2021-12-16 19:00:00,2021,50,19,16,419,,,-0.2888706746642598,-0.4630653085191496,0.2585805792828491,85.89
2021-12-16 20:00:00,2021,50,20,16,420,,,-0.3227841105096566,-0.4854391157450633,0.2968683590587327,36.06
2021-12-16 21:00:00,2021,50,21,16,421,,,-0.3469456787946829,-0.5099407732099255,0.3225939941960489,90.8
2021-12-17 12:00:00,2021,50,12,17,512,,,-0.2660631225421405,-0.4633553319573517,0.3131171430611281,0.0
2021-12-17 13:00:00,2021,50,13,17,513,,,-0.0143463627827611,-0.4429130559707087,0.2175616386113904,72.00999999999999
2021-12-17 14:00:00,2021,50,14,17,514,,,0.1871163858423142,-0.3892593275768093,0.1308234741465652,54.38
2021-12-17 15:00:00,2021,50,15,17,515,,,0.4335306826664455,-0.3503193084910313,0.0436018699374043,49.17
2021-12-17 16:00:00,2021,50,16,17,516,,,0.1749975018940532,-0.3763526173028538,0.1238834436776763,125.85
2021-12-17 17:00:00,2021,50,17,17,517,,,-0.0271965089355568,-0.3950773163425252,0.2006090952846677,151.53
2021-12-17 18:00:00,2021,50,18,17,518,,,-0.2859153281331251,-0.4662340396871711,0.2798457295798871,160.2
2021-12-17 19:00:00,2021,50,19,17,519,,,-0.3065008913967054,-0.4951148951203031,0.2963247365839775,118.1
2021-12-17 20:00:00,2021,50,20,17,520,,,-0.3406766570016231,-0.5138013319975822,0.3328162620571421,81.23
2021-12-17 21:00:00,2021,50,21,17,521,,,-0.3657967918275535,-0.5393285035383933,0.3563957732622825,34.02
2021-12-18 12:00:00,2021,50,12,18,612,,,-0.4978543102301739,-0.1044216208734627,0.3923518817420531,8.32
2021-12-18 13:00:00,2021,50,13,18,613,,,-0.4801135720790636,-0.1184506471240066,0.3807038146692029,75.44
2021-12-18 14:00:00,2021,50,14,18,614,,,-0.4561680325098487,-0.1339955255506295,0.3717256178488597,113.78
