date,hour,dayOfMonth,day_x_hour,lagged_revenue_D_1,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1,revenue
2022-07-27 20:00:00,20,27,320,4868.661195319249,1031.5173172072566,875.2270775361924,0.4808495973564428,-0.1623447786556779,0.1422238282372075,953.5301971255792
2022-07-27 21:00:00,21,27,321,4868.661195319249,585.0616508285557,580.1256232449185,0.521111966507764,-0.1899972419003966,0.187848479122735,437.3784654048535
2022-07-27 22:00:00,22,27,322,4868.661195319249,237.27244168695515,195.03664466615524,0.2689100408028826,-0.2012680598891145,0.0248345748458489,187.132647451504
2022-07-28 12:00:00,12,28,412,3414.4184402733054,355.4170266237336,225.890818501034,0.6328326578952216,-0.0244823620446829,0.2153844686677988,353.8290269378779
2022-07-28 13:00:00,13,28,413,3414.4184402733054,242.92311317050184,262.2256039865729,0.5907213995659643,-0.0175429114856283,0.1829640216330398,210.66677138144976
2022-07-28 14:00:00,14,28,414,3414.4184402733054,92.37610932223356,185.6987522252693,0.5432025960649645,-0.0223045474787567,0.1440293238546612,434.9874342260268
2022-07-28 15:00:00,15,28,415,3414.4184402733054,17.855572135396216,131.49408777259566,0.4853999915635799,-0.034455920090216,0.0994697585565325,82.71145841514176
2022-07-28 16:00:00,16,28,416,3414.4184402733054,178.45794392523362,229.9312709737559,0.4390591506775094,-0.0470627259749063,0.0664852200216509,593.5290190842692
2022-07-28 17:00:00,17,28,417,3414.4184402733054,256.6692845362444,366.1781695644074,0.3946564412416599,-0.067355571087876,0.0337544687363229,480.98798397863817
2022-07-28 18:00:00,18,28,418,3414.4184402733054,215.7064321055525,504.7960212045938,0.3386794509856985,-0.0875815565560368,-0.0085889486270884,759.6320584308489
2022-07-28 19:00:00,19,28,419,3414.4184402733054,675.0435875284693,694.1588169545607,0.3209225571446186,-0.0963083808214094,-0.0023798663069257,729.6591533809785
2022-07-28 20:00:00,20,28,420,3414.4184402733054,729.5303541977538,789.6027388320714,0.30497902596636,-0.0970829209332107,0.0033106364960456,1512.235529725909
2022-07-28 21:00:00,21,28,421,3414.4184402733054,593.1975967957276,603.1852186433692,0.286184723351378,-0.1023939101949569,0.009622307956468,631.8051519673289
2022-07-29 12:00:00,12,29,512,6293.359616743894,256.76666928453625,169.92055565228455,0.5921552178738939,-0.112247584975888,0.162470887956112,219.43689625382865
2022-07-29 13:00:00,13,29,513,6293.359616743894,381.4862954527605,280.04320946275175,0.5197307383955115,0.1461869507168619,0.1701752863527659,321.12777821408935
2022-07-29 14:00:00,14,29,514,6293.359616743894,218.1461556585251,218.3120649497777,0.4501962586714728,0.3906055544717599,0.1782681943422924,110.68208591847954
2022-07-29 15:00:00,15,29,515,6293.359616743894,240.57017199403128,218.4016142476543,0.3777717791930907,0.64904009016451,0.1863876544867748,89.53820780648708
2022-07-29 16:00:00,16,29,516,6293.359616743894,252.22257127149925,315.8466706800703,0.393844476127781,0.6562502908329254,0.2022479857006913,257.3529411764706
2022-07-29 17:00:00,17,29,517,6293.359616743894,285.3628367234744,388.3144579259147,0.4167087263679574,0.6647584222579979,0.2211878910294218,370.2246132097698
2022-07-29 18:00:00,18,29,518,6293.359616743894,834.753396685777,665.0079106768462,0.4363058672879057,0.669559404986159,0.2395336102694464,1074.4581009974083
2022-07-29 19:00:00,19,29,519,6293.359616743894,879.9787952564203,816.2561135473842,0.4937191252640931,0.4140451508179493,0.2376743341532544,967.4782062357654
2022-07-29 20:00:00,20,29,520,6293.359616743894,1467.862640383256,1030.927730309985,0.5576751292383065,0.1537033088939703,0.2424231652889342,1277.1573863190135
2022-07-29 21:00:00,21,29,521,6293.359616743894,930.0461792193512,1077.642360130965,0.6153894394851454,-0.0950530674474786,0.2398155338176222,1041.08772480955
2022-07-29 22:00:00,22,29,522,6293.359616743894,465.8407288148904,495.732944807598,0.45636784764601,-0.0986797588400054,0.1501808231703664,1136.5946752532789
2022-07-29 23:00:00,23,29,523,6293.359616743894,80.32317599937171,165.0296735518934,0.3081841801237361,-0.0921995970469542,0.0698861464597601,232.1046100683264
2022-07-30 12:00:00,12,30,612,7675.895939684285,270.1629623812142,141.83833997250153,0.5068402358345792,0.5893749352499594,0.2634632921293286,123.1799261760779
2022-07-30 13:00:00,13,30,613,7675.895939684285,628.4610853687269,338.371117106822,0.5165619256742502,0.5999081725393761,0.2699813303783545,248.9829576690489
2022-07-30 14:00:00,14,30,614,7675.895939684285,380.8925626325296,400.7440487483646,0.5217312459293074,0.6082153176706167,0.2738469064489238,502.1923348778764
2022-07-30 15:00:00,15,30,615,7675.895939684285,131.2231995601979,342.7147510673653,0.5313737140707688,0.6206416797232237,0.2776983706312571,542.6156443885966
2022-07-30 16:00:00,16,30,616,7675.895939684285,629.516217702034,417.08025121964886,0.3989517179932131,0.6164672119978096,0.1858430117984021,409.0426450954213
2022-07-30 17:00:00,17,30,617,7675.895939684285,745.4343045629466,574.0207352614242,0.2567250861527443,0.6074376436068493,0.0877846421374774,660.4928139480091
2022-07-30 18:00:00,18,30,618,7675.895939684285,770.6019791094008,740.7573213182854,0.123275164475833,0.5986278657830048,-0.0040185228635174,987.1009974083092
2022-07-30 19:00:00,19,30,619,7675.895939684285,1172.6392052147962,923.8331427439888,0.1911406624906718,0.3853521488260754,0.0098096591794634,1013.2172308175608
2022-07-30 20:00:00,20,30,620,7675.895939684285,1023.4485195947536,924.4584087245564,0.2636963155230959,0.177848941047602,0.0294383485280702,1193.2864996465876
2022-07-30 21:00:00,21,30,621,7675.895939684285,799.2023089609676,778.0409328014667,0.3241235644189311,-0.032304523653309,0.0354336528701207,983.3572606612738
2022-07-30 22:00:00,22,30,622,7675.895939684285,1083.417105159821,476.3042072754856,0.2507857562368679,-0.0596365429561928,0.0024289158925653,627.803738317757
2022-07-30 23:00:00,23,30,623,7675.895939684285,40.89648943689625,153.6293539168621,0.1893898552662561,-0.0612611961670648,-0.0216765459651102,48.9393701405796
2022-07-31 12:00:00,12,31,712,6669.4946202780175,251.0457080028273,170.86417967736216,0.3412579681899871,0.4677786920075993,0.1075320410238324,94.15495170030628
2022-07-31 13:00:00,13,31,713,6669.4946202780175,371.67870886672426,308.3378915455097,0.325623643067557,0.4939308179951534,0.100121164184983,397.453074687819
2022-07-31 14:00:00,14,31,714,6669.4946202780175,360.3165004319485,359.0525486930966,0.3157073985620676,0.5304907632595944,0.0983218251354196,546.1870729600251
2022-07-31 15:00:00,15,31,715,6669.4946202780175,492.9242912118118,461.31707667447273,0.3003741257102894,0.563400767073909,0.09137894783884,286.30487709102334
2022-07-31 16:00:00,16,31,716,6669.4946202780175,363.6008796041781,480.9483243890217,0.1850778646225983,0.5225519664318722,0.0176410133070618,577.7197047043117
2022-07-31 17:00:00,17,31,717,6669.4946202780175,937.0914160056544,773.8205668433803,0.0574012276878822,0.4857857179261646,-0.0680910871774472,1277.868766198068
2022-07-31 18:00:00,18,31,718,6669.4946202780175,939.4671326474514,784.8473515146354,-0.0728156452383587,0.4431897529952158,-0.1538250045580363,1078.552579910469
2022-07-31 19:00:00,19,31,719,6669.4946202780175,989.9960731956334,842.5907819433108,-0.1129917616203828,0.1685048493197647,-0.2279405655099442,1155.2897981622557
2022-07-31 20:00:00,20,31,720,6669.4946202780175,1294.0795570564674,695.0948805838506,-0.1345198145559976,-0.0754968330669584,-0.2855202322781913,577.2818660174349
2022-07-31 21:00:00,21,31,721,6669.4946202780175,627.8327966700699,367.6156770043414,-0.1651351131003681,-0.3184250387455006,-0.3493562406894681,85.17709887693395
2022-07-31 22:00:00,22,31,722,6669.4946202780175,41.46155658525092,119.23226623427426,-0.2751816303906547,-0.1318959893275929,-0.3599041558714959,160.4511898217231
2022-08-01 12:00:00,12,1,112,5202.932380428807,260.6879761250294,163.6190734957304,-0.0271658200998173,0.4588225287405673,-0.115942001419389,364.147098091573
2022-08-01 13:00:00,13,1,113,5202.932380428807,408.1064949344224,271.9579912920101,-0.043398084579383,0.5097568326750743,-0.1250279560989074,495.9443964501688
2022-08-01 14:00:00,14,1,114,5202.932380428807,237.308568287128,221.36127329401063,-0.0637432941910115,0.5328658662706003,-0.1419933143076512,261.8130055760622
2022-08-01 15:00:00,15,1,115,5202.932380428807,159.43493285164533,172.6852704385327,-0.0864163923962687,0.5668473311328927,-0.1604984447182214,344.000235608262
2022-08-01 16:00:00,16,1,116,5202.932380428807,340.4928139480091,217.97570928300576,0.0970784200607406,0.3360151095294181,-0.0775466596048429,306.33629152595614
2022-08-01 17:00:00,17,1,117,5202.932380428807,543.3998272206079,361.7218291469677,0.2891813128890338,0.101574775264978,0.0115571213117385,289.66425822665514
2022-08-01 18:00:00,18,1,118,5202.932380428807,534.0685620042409,529.5883827839973,0.4710898128110062,-0.1345342676265213,0.0922336091974706,678.6860912589334
2022-08-01 19:00:00,19,1,119,5202.932380428807,1121.5043587528469,652.6921121808152,0.460472234424028,-0.1039333886658145,0.1110795339771575,682.8689232702427
2022-08-01 20:00:00,20,1,120,5202.932380428807,1023.9511505536794,685.9860011844179,0.4520938397579228,-0.0742606711066269,0.1300570484368118,980.7021126207492
2022-08-01 21:00:00,21,1,121,5202.932380428807,247.59954449069343,588.2253766220055,0.4377268224102681,-0.0370432492244227,0.145413159764602,1068.2922327809629
2022-08-01 22:00:00,22,1,122,5202.932380428807,326.3781512605042,156.89238794980693,0.3720332919735342,-0.0556025555604534,0.1236064853397182,189.02340375402497
2022-08-02 12:00:00,12,2,212,5097.165082855572,162.5583130448441,182.5999359503029,0.381861343039207,0.4030444074191525,0.1402795525714114,582.9557056467447
2022-08-02 13:00:00,13,2,213,5097.165082855572,442.1931202387497,272.4602859305061,0.3843039303776013,0.4285789452947255,0.1379334917236223,184.73533338569072
2022-08-02 14:00:00,14,2,214,5097.165082855572,257.26144663472866,163.42778057152844,0.3859757833824184,0.4367698242886967,0.1353445027569388,120.88117489986648
2022-08-02 15:00:00,15,2,215,5097.165082855572,190.00510484567656,155.6777821291196,0.388418370720813,0.46230436216427,0.1338288882305152,251.4466347286578
2022-08-02 16:00:00,16,2,216,5097.165082855572,226.6308018534517,204.1714338560748,0.4010748073593948,0.4925634159249656,0.1562658846065624,212.76172151103432
2022-08-02 17:00:00,17,2,217,5097.165082855572,439.6995994659546,364.5034295417258,0.4076665640211937,0.5194019712006748,0.1762518654796332,400.585486531061
2022-08-02 18:00:00,18,2,218,5097.165082855572,586.6115605120552,436.8158160238882,0.4123657363219616,0.5401813670860032,0.1932723807125115,476.0641639833504
2022-08-02 19:00:00,19,2,219,5097.165082855572,1264.6913531767848,688.3775959485342,0.3032346975823284,0.5499101070297703,0.1360482316020436,960.9267258305192
2022-08-02 20:00:00,20,2,220,5097.165082855572,766.0661273855336,724.4248375266063,0.1951771315312409,0.5505289584533077,0.075640681778992,1559.6815361658682
2022-08-02 21:00:00,21,2,221,5097.165082855572,757.1298986884473,573.6646164136306,0.0866937444221018,0.5600282554319355,0.014593734588473,555.1036676352784
2022-08-02 22:00:00,22,2,222,5097.165082855572,4.317757009345795,208.43791111249573,0.2350050827493102,0.3912120178667375,0.1141336301942856,116.6714835466897
2022-08-03 12:00:00,12,3,312,4955.726301735647,197.1793764234665,188.9102816332883,0.5596316330149975,0.4938640038144829,0.26552041995242,457.36825571350033
