date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1
2021-12-27 17:00:00,2021,52,17,27,117,64.08,64.07999999999998,0.32919609902597047,0.061472549105335623,-0.4221459174741101
2021-12-27 18:00:00,2021,52,18,27,118,199.93,199.92999999999998,0.3326899625683003,0.016285091343027292,-0.41524090364330263
2021-12-27 19:00:00,2021,52,19,27,119,59.97,59.970000000000006,0.18125586480495512,-0.06253565519407149,-0.2712848327131527
2021-12-27 20:00:00,2021,52,20,27,120,135.23,135.23,0.03033078698599956,-0.1483071074821154,-0.12089822544301265
2021-12-27 21:00:00,2021,52,21,27,121,123.53,123.52999999999997,-0.12188143629720015,-0.22371708539561067,0.02422300029850994
2021-12-28 12:00:00,2021,52,12,28,212,36.70130305164207,44.29,0.08506926417174379,-0.10228867339225553,-0.14323429769116736
2021-12-28 13:00:00,2021,52,13,28,213,219.60000000000002,328.21000000000015,0.2938255609431668,-0.06681256823749548,-0.1988889835668035
2021-12-28 14:00:00,2021,52,14,28,214,337.49361746818414,370.72999999999996,0.44684452692878524,-0.02303407133941987,-0.24937236327654513
2021-12-28 15:00:00,2021,52,15,28,215,237.89999999999998,307.56000000000006,0.6609961058480444,0.016505997982617274,-0.3000353532588432
2021-12-28 16:00:00,2021,52,16,28,216,303.578599089572,301.0199999999999,0.40858775287667043,-0.0571854423281908,-0.20916558575512362
2021-12-28 17:00:00,2021,52,17,28,217,867.55,576.88,0.20717856439722376,-0.13187023159281117,-0.11233461965832685
2021-12-28 18:00:00,2021,52,18,28,218,390.5512248858563,382.8200000000001,0.22940382253722455,-0.07427510017024708,-0.27764755897432003
2021-12-28 19:00:00,2021,52,19,28,219,758.3565031696224,437.62000000000006,0.21828453531206998,-0.16393627237103492,-0.11795503189776532
2021-12-28 20:00:00,2021,52,20,28,220,161.6531545595184,169.18,0.4319286098096851,-0.14454958054708267,-0.21509590915991805
2021-12-28 21:00:00,2021,52,21,28,221,0.0,79.03000000000002,0.6860916485589172,-0.1228855377705502,-0.3046538847559067
2021-12-29 12:00:00,2021,52,12,29,312,40.89491970876606,52.105607908196355,0.4170460313678106,0.08805478933950184,-0.4280247687762376
2021-12-29 13:00:00,2021,52,13,29,313,565.5,291.9238995452264,0.4750853543155224,0.06908627366048621,-0.42942562642811566
2021-12-29 14:00:00,2021,52,14,29,314,425.18102099875995,271.89373218632414,0.4807455480944754,0.03891087404341968,-0.43308027135906224
2021-12-29 15:00:00,2021,52,15,29,315,239.1,273.9707201057164,0.540677941045173,0.007956426543681647,-0.42610368470329696
2021-12-29 16:00:00,2021,52,16,29,316,169.25973121714512,150.40085723646203,0.5497668091262881,-0.0164104351489251,-0.4276182655341027
2021-12-29 17:00:00,2021,52,17,29,317,272.41778233192827,288.23032135318874,0.5582497526686622,-0.039152839395357984,-0.4233531483053948
2021-12-29 18:00:00,2021,52,18,29,318,162.9146010679627,191.2705135099073,0.5673386207497771,-0.06351970108796473,-0.4169305755713337
2021-12-29 19:00:00,2021,52,19,29,319,215.72755756706394,218.65015348587522,0.505849114987917,-0.045612110117341016,-0.424662766610961
2021-12-29 20:00:00,2021,52,20,29,320,142.23297838713182,84.5280525855659,0.49528922508917533,-0.016397497370379144,-0.427275232081543
2021-12-29 21:00:00,2021,52,21,29,321,59.490208766115636,39.48599091863892,0.432049863829372,0.012916706355903907,-0.43096566716296336
2021-12-30 12:00:00,2021,52,12,30,412,34.89113038556136,51.05220255843857,0.892915527768611,-0.054499987527085125,-0.3695683639812821
2021-12-30 13:00:00,2021,52,13,30,413,356.44701425290276,235.23640287505063,0.8947969686770575,-0.03652098453176044,-0.37513318457544453
2021-12-30 14:00:00,2021,52,14,30,414,467.3158183910623,268.01680705656327,0.8966784095855037,-0.018541981536435843,-0.3832660074498696
2021-12-30 15:00:00,2021,52,15,30,415,398.24217570662114,225.27561576421152,0.8970947188798902,0.006960365319533027,-0.3790937646988346
2021-12-30 16:00:00,2021,52,16,30,416,118.89842220369789,146.5014960907685,0.8464316561445191,-0.01357047117874602,-0.33573459511758286
2021-12-30 17:00:00,2021,52,17,30,417,365.26863023980394,291.5150631177636,0.7993975482898851,-0.04283695878808132,-0.28886681888448396
2021-12-30 18:00:00,2021,52,18,30,418,195.73694783694043,190.8430430986532,0.742561077886823,-0.06402099083003418,-0.23334847605735556
2021-12-30 19:00:00,2021,52,19,30,419,211.47346359453306,155.45635797341586,0.40795376762399643,-0.14946384544071054,-0.07514765083432007
2021-12-30 20:00:00,2021,52,20,30,420,84.57329750957372,56.31007257065481,0.02002295417986402,-0.22049112082246014,0.0937959467584227
2021-12-30 21:00:00,2021,52,21,30,421,34.27299833753825,26.30434364180964,-0.3081088014011662,-0.29667620303890535,0.25047210726250035
2021-12-31 12:00:00,2021,52,12,31,512,0.0,33.07924597107092,0.869388812912875,0.13508692451315926,-0.3673148114393204
2021-12-31 13:00:00,2021,52,13,31,513,72.00999999999999,122.69388628622083,0.689698840521379,0.07058553877774816,-0.23629307111378084
2021-12-31 14:00:00,2021,52,14,31,514,54.379999999999995,111.95356893506148,0.5687286048200914,-0.015985844307733053,-0.11749765042129054
2021-12-31 15:00:00,2021,52,15,31,515,49.17,71.64532132848312,0.3842839467686699,-0.0999446230806681,0.023149903307492427
2021-12-31 16:00:00,2021,52,16,31,516,125.85,62.65631525788428,0.09134490114220954,-0.15354345060220415,0.14563810139108155
2021-12-31 17:00:00,2021,52,17,31,517,151.53,75.4406768785854,-0.15729493043022985,-0.23151238361889398,0.28126285585537397
2021-12-31 18:00:00,2021,52,18,31,518,160.2,79.75625924301572,-0.4536536031359098,-0.29033269044522825,0.412729467235133
2021-12-31 19:00:00,2021,52,19,31,519,118.1,58.79595691982185,-0.45671895770243676,-0.3117378093751919,0.4085655266518832
2021-12-31 20:00:00,2021,52,20,31,520,81.23,40.43982884033265,-0.46380986388692425,-0.33673995016377983,0.4120005406251327
