date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1
2022-06-25 17:00:00,2022,25,17,25,617,215.92,183.24747129641528,-0.635469619718294,0.5188177260771416,0.3864977673565547
2022-06-25 18:00:00,2022,25,18,25,618,253.67,198.88908952007625,-0.600321504048337,0.5004300512568032,0.35572612965541067
2022-06-25 19:00:00,2022,25,19,25,619,210.12,136.50541270731387,-0.333122010619036,0.43887126795042725,0.13854410060482042
2022-06-25 20:00:00,2022,25,20,25,620,363.18,249.38464776704765,-0.05840982138151568,0.36888328792771014,-0.06205168087818548
2022-06-25 21:00:00,2022,25,21,25,621,253.38,184.42578768832732,0.20399931097891183,0.2987282520862976,-0.24145874387819036
2022-06-26 12:00:00,2022,25,12,26,712,59.35,59.35000000000001,-0.1954292357439806,0.766702405387201,-0.1438596076790108
2022-06-26 13:00:00,2022,25,13,26,713,47.78,47.78,-0.18387272717209308,0.7763495831517099,-0.13936164816087282
2022-06-26 14:00:00,2022,25,14,26,714,279.85,279.85,-0.16834116197030244,0.7955483881032782,-0.14124534970147376
2022-06-26 15:00:00,2022,25,15,26,715,232.6,232.6,-0.15678465339841494,0.805195565867787,-0.12765896220472386
2022-06-26 16:00:00,2022,25,16,26,716,35.16,35.160000000000004,-0.08876155246340796,0.6033619602463823,-0.11618449890000244
2022-06-26 17:00:00,2022,25,17,26,717,106.03,106.03,0.04737723252125845,0.38628045921815657,-0.08981902463966197
2022-06-26 18:00:00,2022,25,18,26,718,261.45,261.45,0.12170218364678123,0.1821744026943441,-0.0901386080559936
2022-06-26 19:00:00,2022,25,19,26,719,231.17,231.17000000000002,-0.01903922388383296,0.15375497211098435,0.015814875810680275
2022-06-26 20:00:00,2022,25,20,26,720,320.14,320.14,-0.2013218353201732,0.12181905726891346,0.1359675159230031
2022-06-26 21:00:00,2022,25,21,26,721,251.6,251.59999999999997,-0.3430152691386942,0.07673680583361221,0.2757894040368064
2022-06-27 12:00:00,2022,26,12,27,112,13.77,13.769999999999994,-0.717608117090148,0.5227592766816179,0.3841585156330833
2022-06-27 13:00:00,2022,26,13,27,113,2.6499999999999986,2.649999999999999,-0.5305131739877152,0.6487774043736089,0.21768798828250369
2022-06-27 14:00:00,2022,26,14,27,114,194.74,194.74,-0.3379119293448435,0.7634460040412228,0.03868943575088249
2022-06-27 15:00:00,2022,26,15,27,115,62.709999999999994,62.709999999999994,-0.15023841766921225,0.8702130552521181,-0.12389575409614605
2022-06-27 16:00:00,2022,26,16,27,116,75.64,75.64000000000001,-0.12197803039433762,0.7956810555742275,-0.13986753300126586
2022-06-27 17:00:00,2022,26,17,27,117,18.01,18.01,-0.09384005126066115,0.7206674481176073,-0.1375668679426833
2022-06-27 18:00:00,2022,26,18,27,118,276.67,276.66999999999996,-0.062324764770477055,0.6344250127879107,-0.156577341287159
2022-06-27 19:00:00,2022,26,19,27,119,96.42999999999999,96.42999999999998,0.0941845144954258,0.45273906192856445,-0.23970644280136771
2022-06-27 20:00:00,2022,26,20,27,120,143.31,143.31,0.2536381070721927,0.28516661903251644,-0.3105833807910005
2022-06-27 21:00:00,2022,26,21,27,121,48.69,48.690000000000026,0.4130016510313109,0.09923322630635822,-0.35958193438116964
2022-06-28 12:00:00,2022,26,12,28,212,160.35,160.35,0.09038818028448935,0.6127501001409928,-0.38807347127132685
2022-06-28 13:00:00,2022,26,13,28,213,85.45,85.45,0.04768669227000949,0.6182843465257942,-0.32593731672959986
2022-06-28 14:00:00,2022,26,14,28,214,29.92,29.919999999999987,-0.005363484156765562,0.668546505878699,-0.26974105057378306
2022-06-28 15:00:00,2022,26,15,28,215,195.93,195.93000000000004,-0.04917991665437614,0.6826559154606197,-0.20136387285407123
2022-06-28 16:00:00,2022,26,16,28,216,63.9,63.899999999999984,0.04370778401404643,0.4612333866411512,-0.22507835772982662
2022-06-28 17:00:00,2022,26,17,28,217,58.79,58.78999999999999,0.12597050171144306,0.2802442785000824,-0.21381021001462056
2022-06-28 18:00:00,2022,26,18,28,218,142.21,142.21,0.21268051305364022,0.06686064691967447,-0.2334809907946512
2022-06-28 19:00:00,2022,26,19,28,219,122.8,122.80000000000003,0.182445738883523,0.12347770759013081,-0.23072939872369946
2022-06-28 20:00:00,2022,26,20,28,220,125.43,125.43000000000002,0.16469267247770739,0.1799766377775273,-0.22466430930518852
2022-06-28 21:00:00,2022,26,21,28,221,72.05,72.05,0.1321631485468216,0.22793582923541592,-0.18436860622064632
2022-06-29 12:00:00,2022,26,12,29,312,36.8,33.45013177221428,-0.05938513173524011,0.620056807529513,-0.22535092784131702
2022-06-29 13:00:00,2022,26,13,29,313,39.32,102.75915816179027,-0.04281814799690453,0.6611113147589034,-0.2124205466624372
2022-06-29 14:00:00,2022,26,14,29,314,129.14000000000001,100.88218514500305,-0.02692839949791231,0.6764809589519881,-0.2222911753282827
2022-06-29 15:00:00,2022,26,15,29,315,26.14,30.859548241656736,-0.01191936658622448,0.7024971027756107,-0.21061020338166372
2022-06-29 16:00:00,2022,26,16,29,316,171.57,134.68019488040827,0.05492629208057422,0.4720406955745082,-0.21101679991971195
2022-06-29 17:00:00,2022,26,17,29,317,84.11,134.64593175683862,0.07105124389320987,0.31026275912645307,-0.18399833298144394
2022-06-29 18:00:00,2022,26,18,29,318,179.47,251.89793193072666,0.1363002465011385,0.11039863211530206,-0.18184117030631802
2022-06-29 19:00:00,2022,26,19,29,319,119.85,91.80344820117234,0.05339482933748749,0.08218629430798266,-0.11628522703538355
2022-06-29 20:00:00,2022,26,20,29,320,221.52,170.00575418750776,0.163595307806211,0.12236835440277284,-0.2042890452587734
2022-06-29 21:00:00,2022,26,21,29,321,109.64,94.32800397895424,-0.12127732382316411,0.005195321588062696,0.09385723936736846
2022-06-30 12:00:00,2022,26,12,30,412,59.64,47.455927719002425,-0.18029643486440694,0.7921482644493542,-0.1428749600388982
2022-06-30 13:00:00,2022,26,13,30,413,136.9,101.33866048127024,-0.14832398213845654,0.8019106153887161,-0.14032479302063808
2022-06-30 14:00:00,2022,26,14,30,414,45.599999999999994,48.97236318420435,-0.15983794599750234,0.8188633317755554,-0.1688708904192064
2022-06-30 15:00:00,2022,26,15,30,415,42.11,101.04818637672471,-0.12569178476644646,0.8299919409608202,-0.16898022448091723
2022-06-30 16:00:00,2022,26,16,30,416,75.44,59.15091993654841,-0.0743507415116627,0.6273798213972933,-0.15201130398400053
2022-06-30 17:00:00,2022,26,17,30,417,0.0,17.522733041595636,-0.02134909507792649,0.45032012479225436,-0.11591897029820271
2022-06-30 18:00:00,2022,26,18,30,418,46.85,72.90082946983938,0.029991948176857165,0.24770800522872755,-0.09813093415316146
2022-06-30 19:00:00,2022,26,19,30,419,242.99,182.73246954494428,0.09838537764684624,0.18908530837461646,-0.18076811966151196
2022-06-30 20:00:00,2022,26,20,30,420,136.47,181.30891490130423,0.21712430049492107,0.23202599144956376,-0.23026478467816977
2022-06-30 21:00:00,2022,26,21,30,421,161.31,143.4242965976031,0.27512847939987795,0.22922458618133995,-0.26377051830080966
2022-07-01 12:00:00,2022,26,12,1,512,12.06,41.07922731942665,0.22242678031349744,0.5863443199453969,-0.5530932835967879
2022-07-01 13:00:00,2022,26,13,1,513,25.700000000000003,87.8095995323643,0.21795504384886677,0.5879201161912462,-0.517570017965815
2022-07-01 14:00:00,2022,26,14,1,514,91.0,90.88613511344262,0.20844738076965258,0.5775594367082626,-0.48366385568111664
2022-07-01 15:00:00,2022,26,15,1,515,8.41,91.61345598992044,0.20885455554474425,0.5544591361472763,-0.44134190724144473
2022-07-01 16:00:00,2022,26,16,1,516,56.45,67.19366806151879,0.19902679974905108,0.4932092481016773,-0.4081050597295599
2022-07-01 17:00:00,2022,26,17,1,517,113.94,116.67480478186482,0.19233803253045706,0.4238286492942515,-0.35041163466150405
2022-07-01 18:00:00,2022,26,18,1,518,174.92,149.54240612326953,0.18392899874252963,0.3437745637548024,-0.3158067974778395
2022-07-01 19:00:00,2022,26,19,1,519,57.21,174.41491253858965,0.268917336888385,0.25673570034339455,-0.24427442572460306
2022-07-01 20:00:00,2022,26,20,1,520,164.67000000000002,149.83755734230445,0.30571406431759857,0.14856737309192028,-0.13861904081032356
2022-07-01 21:00:00,2022,26,21,1,521,209.38,160.4083792183593,0.40119177110608706,0.0493334788760891,-0.03406215135023808
2022-07-02 12:00:00,2022,26,12,2,612,29.47,75.86511938267302,-0.7525865249807125,0.512758314367917,0.3747857205414381
2022-07-02 13:00:00,2022,26,13,2,613,83.50999999999999,156.00189855441286,-0.7506496272430294,0.5426052296161094,0.39262610364528394
2022-07-02 14:00:00,2022,26,14,2,614,0.0,156.3961576866469,-0.7497889166575433,0.5500228776757076,0.4076832907490299
2022-07-02 15:00:00,2022,26,15,2,615,107.49000000000001,172.63260187070918,-0.7433638569638042,0.5652352553983727,0.4390375175788554
2022-07-02 16:00:00,2022,26,16,2,616,319.96999999999997,208.6811399008166,-0.7149090993800445,0.5224597304707069,0.423107693950873
2022-07-02 17:00:00,2022,26,17,2,617,73.21000000000001,203.62582230082936,-0.688250507204919,0.4969963856685346,0.43819259221785284
2022-07-02 18:00:00,2022,26,18,2,618,62.43,240.95787327338016,-0.6552147684525155,0.4621480304817534,0.41582888987839023
2022-07-02 19:00:00,2022,26,19,2,619,153.39,201.04159606365508,-0.5712396098028714,0.2915259742200807,0.36602020242279854
2022-07-02 20:00:00,2022,26,20,2,620,190.63,203.30689482626155,-0.4816192167662809,0.11766716365170259,0.3518355222921641
2022-07-02 21:00:00,2022,26,21,2,621,286.32,135.3677921160047,-0.4006207309510503,-0.04918905852188771,0.34262475687754995
2022-07-03 12:00:00,2022,26,12,3,712,13.86,50.90648495532269,-0.20698006435278482,0.8348114694178094,-0.15613523690085754
2022-07-03 13:00:00,2022,26,13,3,713,61.39,119.84893640116742,-0.7881614317154906,0.5851612660384399,0.4194561326925142
2022-07-03 14:00:00,2022,26,14,3,714,22.28,188.69130329007217,-0.19314520154907433,0.8769406256578437,-0.140393297178993
2022-07-03 15:00:00,2022,26,15,3,715,163.48000000000002,202.67448736817502,-0.8070717306737477,0.6087667659335241,0.47426906633301447
2022-07-03 16:00:00,2022,26,16,3,716,95.47,172.7186202723613,-0.7642311224029709,0.5820603205750144,0.45296580851229834
2022-07-03 17:00:00,2022,26,17,3,717,382.37,244.94136754013545,-0.7193508517298066,0.5483751216294392,0.46106672219749634
2022-07-03 18:00:00,2022,26,18,3,718,419.67,294.0372259326569,-0.6711149613111935,0.525732640438207,0.4211012510940838
2022-07-03 19:00:00,2022,26,19,3,719,245.18,274.3780753892277,-0.40131013003506805,0.4118707184685249,0.1952553377454886
2022-07-03 20:00:00,2022,26,20,3,720,199.91,170.63637155178057,-0.12096181613594381,0.35400611655655057,0.0016850840278324166
2022-07-03 21:00:00,2022,26,21,3,721,142.69,152.3878983357408,0.1592008593380045,0.25101810011175263,-0.1948573296844585
2022-07-04 12:00:00,2022,27,12,4,112,94.4,47.93315786219929,0.0385238314463763,0.6656098431764523,-0.32925004366658867
2022-07-04 13:00:00,2022,27,13,4,113,6.98,71.35111136974176,0.14741161636441824,0.5486055175873827,-0.3221576809426193
2022-07-04 14:00:00,2022,27,14,4,114,26.980000000000004,92.32751834552128,0.20090145871473225,0.46871334512342266,-0.31576960590408565
2022-07-04 15:00:00,2022,27,15,4,115,145.12,107.1264038289092,0.31937371242989926,0.34563491790553996,-0.31145568028313103
2022-07-04 16:00:00,2022,27,16,4,116,92.08,103.32514444615161,0.2180768006013602,0.3771212605933455,-0.2685620862813125
2022-07-04 17:00:00,2022,27,17,4,117,43.78,118.38248771158068,0.18038835722567303,0.4143400108015725,-0.21735316184848535
2022-07-04 18:00:00,2022,27,18,4,118,55.51,133.8434112332538,0.08131156350853352,0.4584734653684868,-0.18767633470027012
2022-07-04 19:00:00,2022,27,19,4,119,140.07,159.43948958271272,-0.0012707864453162555,0.29497028676437026,-0.0973301288725551
2022-07-04 20:00:00,2022,27,20,4,120,99.91,134.79296576390232,0.1728021716418694,0.2812289001643042,-0.256969754075963
2022-07-04 21:00:00,2022,27,21,4,121,300.85,87.08454907661755,0.19042900025789428,0.1736129013276653,-0.21720338345498114
2022-07-05 12:00:00,2022,27,12,5,212,25.009999999999998,41.048830198803614,0.2135511433721237,0.13573015035733918,-0.3464400662481665
2022-07-05 13:00:00,2022,27,13,5,213,30.990000000000002,94.74111904324153,0.1219582684437155,0.061569723916024326,-0.23525602317977054
2022-07-05 14:00:00,2022,27,14,5,214,141.66,98.37138861824387,0.029506186439988483,-0.006691816110820221,-0.11882204804211335
2022-07-05 15:00:00,2022,27,15,5,215,101.78999999999999,89.71582311980698,0.16412957189273206,0.02056753238435853,-0.21206306743912828
2022-07-05 16:00:00,2022,27,16,5,216,34.980000000000004,78.00205281672292,-0.04698478311064323,0.1393925719116402,-0.06912556667668777
2022-07-05 17:00:00,2022,27,17,5,217,54.87,101.90637008975128,0.019194090115767847,0.36775584333505623,-0.11395010743861787
2022-07-05 18:00:00,2022,27,18,5,218,74.68,151.28288286796737,0.04137338933231857,0.6128694317085291,-0.19738390858765986
2022-07-05 19:00:00,2022,27,19,5,219,147.12,156.01785354093096,0.00846119033242931,0.5350280996695906,-0.17490232587064033
2022-07-05 20:00:00,2022,27,20,5,220,236.18,135.1968613657125,-0.0700548910115508,0.46224408075174184,-0.1124403000867239
2022-07-05 21:00:00,2022,27,21,5,221,36.01,79.39956224209358,-0.10296709001144005,0.38440274871280317,-0.04608519426488962
2022-07-06 12:00:00,2022,27,12,6,312,45.27,43.862564250155756,-0.2315831647343766,0.7520469840285047,-0.11573638469257516
2022-07-06 13:00:00,2022,27,13,6,313,102.55,79.3939977333673,-0.6888837978235498,0.5461255889170341,0.33536420287164304
2022-07-06 14:00:00,2022,27,14,6,314,46.54,88.54840127945434,-0.24357501122990505,0.7535090230473808,-0.07119613485133096
2022-07-06 15:00:00,2022,27,15,6,315,178.47,81.60521148863562,-0.29630239358830823,0.7350320472588336,0.0058531628588420126
2022-07-06 16:00:00,2022,27,16,6,316,131.02,105.56025671868484,-0.16302034725646491,0.7060569652311628,-0.10887401052655292
2022-07-06 17:00:00,2022,27,17,6,317,175.66,134.16398285913533,-0.2867214340288172,0.540055156558824,0.055380662736679645
2022-07-06 18:00:00,2022,27,18,6,318,118.7,177.97533629924504,-0.07248620300630139,0.5734276580888368,-0.14126018258917855
2022-07-06 19:00:00,2022,27,19,6,319,141.12,139.44202817984805,0.06467701935068196,0.3838330732327933,-0.21660430214566975
2022-07-06 20:00:00,2022,27,20,6,320,248.11,134.64586316088696,0.20400406497434276,0.19302618112633788,-0.2506989583776625
2022-07-06 21:00:00,2022,27,21,6,321,66.91,68.98320510157872,0.34772800895035005,-0.0070342080879818155,-0.2923478232474199
2022-07-07 12:00:00,2022,27,12,7,412,18.26,50.37565592167718,0.13536740614097514,0.13295824337283924,-0.25980639201612626
2022-07-07 13:00:00,2022,27,13,7,413,50.769999999999996,83.70524147709524,-0.027184103067175825,0.24392424990236655,-0.15309886744559903
2022-07-07 14:00:00,2022,27,14,7,414,9.350000000000001,91.57589498225563,-0.13526637331301525,0.35060357366141115,-0.04096286441416937
2022-07-07 15:00:00,2022,27,15,7,415,162.41,122.25607136373554,-0.004698165500243718,0.5851513948110548,-0.20250816389747103
2022-07-07 16:00:00,2022,27,16,7,416,104.91,121.92481829803818,-0.17627663779023736,0.4964541982827578,-0.033365813984213774
2022-07-07 17:00:00,2022,27,17,7,417,218.94,116.54631725204912,-0.11342354422415118,0.5477171267668287,-0.10243112024084748
2022-07-07 18:00:00,2022,27,18,7,418,59.34,137.02997818269785,0.006602121501552739,0.5986399018407612,-0.21046950761791489
2022-07-07 19:00:00,2022,27,19,7,419,154.9,174.32345781002186,0.035166628723451054,0.362399558588148,-0.19854505022598742
2022-07-07 20:00:00,2022,27,20,7,420,135.31,161.95604759353367,0.05770816218516035,0.10217416509193777,-0.12977070406770475
2022-07-07 21:00:00,2022,27,21,7,421,158.29,90.47647855368714,0.08560471695360494,-0.13629936832535056,-0.06741540662408173
2022-07-08 12:00:00,2022,27,12,8,512,96.63999999999999,96.63999999999996,-0.7030077402540714,0.40858886584618576,0.3409963305522931
2022-07-08 13:00:00,2022,27,13,8,513,136.48,136.48,-0.658045998006162,0.22349644762478707,0.3860469487496456
2022-07-08 14:00:00,2022,27,14,8,514,185.79000000000002,185.79,-0.603810014391858,0.04105783719563247,0.4264319447654142
2022-07-08 15:00:00,2022,27,15,8,515,154.3,154.3,-0.5465973579431407,-0.14514660732160464,0.4692169185672455
2022-07-08 16:00:00,2022,27,16,8,516,275.5,275.5,-0.6087210779940094,0.031201121431176676,0.4629311426283063
2022-07-08 17:00:00,2022,27,17,8,517,183.85,183.84999999999997,-0.659153398776517,0.2193421349674993,0.4809917571433729
2022-07-08 18:00:00,2022,27,18,8,518,219.67,219.67,-0.7183004459929724,0.39192402963219825,0.4803949095157873
2022-07-08 19:00:00,2022,27,19,8,519,128.79000000000002,128.79000000000002,-0.5249164731067489,0.13824488770360419,0.3530697911392166
2022-07-08 20:00:00,2022,27,20,8,520,137.89,137.89,-0.3443115356033671,-0.10358596456952468,0.28416254150948733
2022-07-08 21:00:00,2022,27,21,8,521,375.71,375.71,-0.1531708198510579,-0.34633099401387113,0.2018619134409401
2022-07-09 12:00:00,2022,27,12,9,612,65.82,65.82000000000001,-0.6926097104305322,0.5012789392904089,0.31468486482991453
2022-07-09 13:00:00,2022,27,13,9,613,157.23,157.23000000000002,-0.6773342623775603,0.5063722538037563,0.31676037100743276
2022-07-09 14:00:00,2022,27,14,9,614,143.95,143.95000000000002,-0.6704249841381363,0.5157918799292432,0.33435640306395226
2022-07-09 15:00:00,2022,27,15,9,615,225.51999999999998,225.51999999999995,-0.6596841076475147,0.5242388783349117,0.35540509668509246
2022-07-09 16:00:00,2022,27,16,9,616,137.06,137.06000000000003,-0.6115382018292487,0.49741460928378434,0.31304249417443325
2022-07-09 17:00:00,2022,27,17,9,617,377.24,377.24000000000007,-0.5590805645958633,0.48106041987730036,0.29592100613603267
2022-07-09 18:00:00,2022,27,18,9,618,361.82,361.8200000000001,-0.5070102413138114,0.47582523037276636,0.2687040068226175
2022-07-09 19:00:00,2022,27,19,9,619,270.68,270.68000000000006,-0.24630349547309624,0.29644354393190075,0.06811686120445125
2022-07-09 20:00:00,2022,27,20,9,620,317.49,317.49000000000007,0.06358136304456659,0.1325418045800642,-0.0828829380457453
2022-07-09 21:00:00,2022,27,21,9,621,538.7,538.7,0.3235041981967253,-0.04805355492853201,-0.2363824530146669
2022-07-10 12:00:00,2022,27,12,10,712,49.540000000000006,49.54000000000001,0.229051216317935,0.07054328665002843,-0.3019802785263167
2022-07-10 13:00:00,2022,27,13,10,713,300.72,300.71999999999997,0.11593435109818763,0.22443063288095988,-0.24753478993186906
2022-07-10 14:00:00,2022,27,14,10,714,124.24,124.23999999999998,-0.054829434276396895,0.3718398668489022,-0.17179254084681378
2022-07-10 15:00:00,2022,27,15,10,715,204.64,204.64000000000004,-0.16953722248502365,0.5463177217511134,-0.10859232178921743
2022-07-10 16:00:00,2022,27,16,10,716,210.05,210.05,-0.18203783389103545,0.524060014501125,-0.08403077502159202
2022-07-10 17:00:00,2022,27,17,10,717,439.59000000000003,439.59000000000003,-0.19488700191744707,0.4819168767673736,-0.03067851419624725
2022-07-10 18:00:00,2022,27,18,10,718,408.28,408.28000000000003,-0.20372821605337482,0.46047285297499657,-0.0027820056710341733
2022-07-10 19:00:00,2022,27,19,10,719,526.3100000000001,526.3100000000001,-0.05396477329452232,0.4802707054120075,-0.16262969999538734
2022-07-10 20:00:00,2022,27,20,10,720,423.28,423.28,-0.2687874769599446,0.3119449735843947,0.07581814301618942
2022-07-10 21:00:00,2022,27,21,10,721,344.32,344.31999999999994,0.13169142061136874,0.44686432859192565,-0.27762346049907155
2022-07-11 12:00:00,2022,28,12,11,112,26.36,26.36000000000001,-0.6595443354386064,0.5152452931525198,0.29247992132030914
2022-07-11 13:00:00,2022,28,13,11,113,18.5,18.49999999999999,-0.6440141013388894,0.5293807131716394,0.2827815843968476
2022-07-11 14:00:00,2022,28,14,11,114,218.6,218.59999999999994,-0.6172204584584481,0.5451457927243725,0.28894016517304183
2022-07-11 15:00:00,2022,28,15,11,115,235.18,235.18,-0.5897280718266777,0.5818481220973432,0.2787973588510612
2022-07-11 16:00:00,2022,28,16,11,116,69.94999999999999,69.95,-0.5613552029813894,0.5471962502178646,0.2556632628770629
2022-07-11 17:00:00,2022,28,17,11,117,376.26,376.26,-0.529701883777052,0.49854950995357233,0.26790608239138547
2022-07-11 18:00:00,2022,28,18,11,118,481.13,481.13000000000005,-0.4935662626870113,0.477420149303782,0.2512757082692114
2022-07-11 19:00:00,2022,28,19,11,119,325.03999999999996,325.0400000000001,-0.22462883457077853,0.4162398094367009,0.1439677398432136
2022-07-11 20:00:00,2022,28,20,11,120,263.21,263.21000000000004,-0.00695559114017435,0.3352774224344503,0.07767496295621468
2022-07-11 21:00:00,2022,28,21,11,121,110.27,110.27,0.2630116145219616,0.2852454961227577,0.013443600461740262
2022-07-12 12:00:00,2022,28,12,12,212,100.28,100.28,-0.7344233351345554,0.5159772610941363,0.36536232187208034
2022-07-12 13:00:00,2022,28,13,12,213,53.29,53.290000000000006,-0.20499308231690366,0.7297676813507108,-0.14171571923842796
2022-07-12 14:00:00,2022,28,14,12,214,153.55,153.55,-0.21359124806321017,0.6923159380068271,-0.10197717538058919
2022-07-12 15:00:00,2022,28,15,12,215,329.5,329.5,-0.781350672861989,0.4231050153184938,0.4610302977792608
2022-07-12 16:00:00,2022,28,16,12,216,141.8,141.80000000000004,-0.7677367240279823,0.4247772542247413,0.4528522115514381
2022-07-12 17:00:00,2022,28,17,12,217,52.879999999999995,52.87999999999999,-0.7519615337988941,0.45578917931628543,0.47862334083922065
2022-07-12 18:00:00,2022,28,18,12,218,77.59,77.58999999999999,-0.7366580575947177,0.4640570585089993,0.48681490278337436
2022-07-12 19:00:00,2022,28,19,12,219,193.43,193.43000000000004,-0.6319026836943089,0.26623521212825524,0.4202906792940813
2022-07-12 20:00:00,2022,28,20,12,220,188.99,188.99000000000004,-0.5242094463891309,0.08102574883513576,0.398137255933907
2022-07-12 21:00:00,2022,28,21,12,221,217.32,217.32000000000005,-0.4194540724887216,-0.11679609754560835,0.37691923897420543
2022-07-13 12:00:00,2022,28,12,13,312,101.61,101.61,-0.7914546810022313,0.5499077975577855,0.42407954463877023
2022-07-13 13:00:00,2022,28,13,13,313,186.58,186.58000000000007,-0.7801448626152129,0.5628183107246051,0.4101699606635335
2022-07-13 14:00:00,2022,28,14,13,314,127.24,127.24,-0.7762147120814364,0.5744056187525265,0.44702746869994114
2022-07-13 15:00:00,2022,28,15,13,315,189.03,189.03,-0.7676721866286024,0.5917510488015799,0.4586195100206382
2022-07-13 16:00:00,2022,28,16,13,316,566.64,566.64,-0.7000039851354319,0.5512534358150453,0.398756487192669
2022-07-13 17:00:00,2022,28,17,13,317,322.54,322.54,-0.6319408174155678,0.5419221069454795,0.3736423504900767
2022-07-13 18:00:00,2022,28,18,13,318,337.15999999999997,337.15999999999997,-0.5663184969740118,0.5825318460332946,0.3275379289629915
2022-07-13 19:00:00,2022,28,19,13,319,176.88,176.88,-0.4420966303080081,0.44417809494809524,0.23328149055525485
2022-07-13 20:00:00,2022,28,20,13,320,330.83,330.83,-0.3218422200952582,0.3239317874847499,0.1925543485972924
2022-07-13 21:00:00,2022,28,21,13,321,281.39,281.38999999999993,-0.20012267826844868,0.19616213616076067,0.14832953486505088
2022-07-14 12:00:00,2022,28,12,14,412,2.6499999999999986,2.650000000000001,-0.7706111727693489,0.61623373768366,0.3999945465053865
2022-07-14 13:00:00,2022,28,13,14,413,90.75999999999999,90.75999999999999,-0.8003013582898063,0.6134647567165631,0.42126583810939844
2022-07-14 14:00:00,2022,28,14,14,414,289.89,289.88999999999993,-0.8282242651820981,0.611777008739379,0.4874547904872437
2022-07-14 15:00:00,2022,28,15,14,415,110.92999999999999,110.92999999999998,-0.862148378760967,0.6076497540410916,0.5386580690710939
2022-07-14 16:00:00,2022,28,16,14,416,48.31,48.31000000000002,-0.7660906495572966,0.5801492295173123,0.45385106568147865
2022-07-14 17:00:00,2022,28,17,14,417,44.2,44.20000000000002,-0.6772748628981536,0.5718515262801839,0.4083042789603467
2022-07-14 18:00:00,2022,28,18,14,418,109.35,109.35000000000002,-0.5911572914356599,0.6350047789303735,0.3392553093003365
2022-07-14 19:00:00,2022,28,19,14,419,257.92,257.92,-0.57028080282483,0.44445785334544563,0.3512374593323033
2022-07-14 20:00:00,2022,28,20,14,420,232.4,232.4,-0.5371161461924254,0.20847793660489777,0.39267216860722876
2022-07-14 21:00:00,2022,28,21,14,421,278.99,278.99,-0.5053687080576196,0.004618751832268608,0.43971761628381917
2022-07-15 12:00:00,2022,28,12,15,512,69.93,83.14231139271583,-0.08753434802348713,0.7717779501237441,-0.18908052192211514
2022-07-15 13:00:00,2022,28,13,15,513,40.91,88.18552657135592,-0.1621622996274655,0.6946802652722369,-0.12119909810996797
2022-07-15 14:00:00,2022,28,14,15,514,18.689999999999998,101.35108489354052,-0.2876501869044889,0.6524184902741597,-0.005719644407240899
2022-07-15 15:00:00,2022,28,15,15,515,124.50999999999999,139.24686151687348,-0.05687910608550514,0.7435240076001363,-0.2068039280569793
2022-07-15 16:00:00,2022,28,16,15,516,58.800000000000004,166.00208811894382,-0.11008126158786623,0.6610437037546157,-0.14969773799523037
2022-07-15 17:00:00,2022,28,17,15,517,162.93,173.27941575919843,-0.2804061057611471,0.579915813663016,0.05851657254220871
2022-07-15 18:00:00,2022,28,18,15,518,182.70000000000002,200.98998757623178,-0.23181219748962542,0.5525278476683679,0.027151382145107525
2022-07-15 19:00:00,2022,28,19,15,519,148.28,138.6375900607593,-0.23059643543847355,0.5237903242727601,0.014002618413911006
2022-07-15 20:00:00,2022,28,20,15,520,287.85,213.65767824125638,-0.22097737675336948,0.478555670026588,0.030191472360357283
2022-07-15 21:00:00,2022,28,21,15,521,187.75,280.74481412998415,-0.2171665227491468,0.4471695409261755,0.06152111048865132
2022-07-16 12:00:00,2022,28,12,16,612,78.72,72.33747161764832,-0.5851700338087046,0.47686118754426465,0.26209892221459247
2022-07-16 13:00:00,2022,28,13,16,613,293.94,226.29852587107703,-0.5321557753259819,0.5211632908502201,0.20312575288237736
2022-07-16 14:00:00,2022,28,14,16,614,287.06,216.25034408190524,-0.4789693158621462,0.5636790829787456,0.18528212869414665
2022-07-16 15:00:00,2022,28,15,16,615,301.33,263.8189944136794,-0.4251769318595692,0.6045704176610974,0.1411570655578157
2022-07-16 16:00:00,2022,28,16,16,616,242.53,190.3419764316202,-0.3287758790551005,0.6173657986922358,0.0603914794982093
2022-07-16 17:00:00,2022,28,17,16,617,442.1,410.0056541891374,-0.22855396219677993,0.607046557867863,0.0001257167447565671
2022-07-16 18:00:00,2022,28,18,16,618,492.55,427.8600954941642,-0.13447719598297847,0.6478903823841221,-0.07191019076688634
2022-07-16 19:00:00,2022,28,19,16,619,315.34000000000003,293.240135093613,-0.19824555047546338,0.3383315989360475,0.045819431302167514
2022-07-16 20:00:00,2022,28,20,16,620,343.32,330.5378195742451,-0.2604559541413005,0.043811178893740414,0.20287060409392454
2022-07-16 21:00:00,2022,28,21,16,621,393.35,465.27919442589626,-0.32364977784545806,-0.2652030142807551,0.3671571797507041
2022-07-17 12:00:00,2022,28,12,17,712,41.019999999999996,45.236376303735945,-0.7998622183478922,0.5175926984878103,0.45416675593550826
2022-07-17 13:00:00,2022,28,13,17,713,122.47,210.68428172977335,-0.7910608214665499,0.5267447750809954,0.4423198262979542
