date,year,week,hour,dayOfMonth,day_x_hour,lagged_revenue_D_1,lagged_revenue_H_1,holiday_mean_encoded,current_weather_component_1,current_weather_component_2,weather_diff_to_exp_component_1,coronaImpact
2017-01-05 15:00:00,2017,1,15,5,415,,,,0.27809538302939074,-0.5831617648267153,0.24261945047008482,1.0
2017-01-05 16:00:00,2017,1,16,5,416,,,,0.2725961514003023,-0.5734500299997775,0.2508304268668963,1.0
2017-01-05 17:00:00,2017,1,17,5,417,,,,0.2695078976873361,-0.573696880917471,0.2634279646995158,1.0
2017-01-05 18:00:00,2017,1,18,5,418,,,,0.2702451402302801,-0.5695950719486585,0.27820735723390405,1.0
2017-01-05 19:00:00,2017,1,19,5,419,,,,0.3421036978085396,-0.5571203843402374,0.32331995857692425,1.0
2017-01-05 20:00:00,2017,1,20,5,420,,,,0.4300941253468667,-0.5484620039428539,0.38093647142686393,1.0
2017-01-05 21:00:00,2017,1,21,5,421,,,,0.503544215015505,-0.5366860347708126,0.4295912417420878,1.0
2017-01-05 22:00:00,2017,1,22,5,422,,,,0.5068339675551033,-0.5152533086278217,0.4376536002215212,1.0
2017-01-06 12:00:00,2017,1,12,6,512,,,,-0.26171734275329855,-0.29639279722367173,-0.06674403290319388,1.0
2017-01-06 13:00:00,2017,1,13,6,513,,,,-0.14680080820055857,-0.30938736930542476,0.012820033213826043,1.0
2017-01-06 14:00:00,2017,1,14,6,514,,,,-0.03705345050362424,-0.32409710437241296,0.09107269179839322,1.0
2017-01-06 15:00:00,2017,1,15,6,515,,,,0.08602820649682304,-0.342336496438514,0.1785309807083445,1.0
2017-01-06 16:00:00,2017,1,16,6,516,,,,0.15729154816178723,-0.36002090391548724,0.242797445797818,1.0
2017-01-06 17:00:00,2017,1,17,6,517,,,,0.23152094687632796,-0.3807560405223096,0.3073692062104359,1.0
2017-01-06 18:00:00,2017,1,18,6,518,,,,0.3057503455908687,-0.4014911771291319,0.37196089271044197,1.0
2017-01-06 19:00:00,2017,1,19,6,519,,,,0.2756480630237065,-0.3950841272091097,0.3375160885967454,1.0
2017-01-06 20:00:00,2017,1,20,6,520,,,,0.2479967517532565,-0.38197640670911254,0.30903932750120505,1.0
2017-01-06 21:00:00,2017,1,21,6,521,,,,0.21639686152381304,-0.39079044794236273,0.2748202846102433,1.0
2017-01-06 22:00:00,2017,1,22,6,522,,,,0.021341574627947786,-0.3890220392048348,0.13490300015647058,1.0
2017-01-06 23:00:00,2017,1,23,6,523,,,,-0.18377141907665548,-0.3880679698733393,-0.014240850994566668,1.0
2017-01-07 12:00:00,2017,1,12,7,612,,,,-0.4141602036522354,-0.2994531695290447,-0.18968088240133507,1.0
2017-01-07 13:00:00,2017,1,13,7,613,,,,-0.44317035718160763,-0.2516132538433972,-0.20230687385587345,1.0
2017-01-07 14:00:00,2017,1,14,7,614,,,,-0.4686560667257217,-0.2061825560980046,-0.2112203578001143,1.0
2017-01-07 15:00:00,2017,1,15,7,615,,,,-0.49958964897542696,-0.16468328601053928,-0.22381543547169636,1.0
2017-01-07 16:00:00,2017,1,16,7,616,,,,-0.5042028606580845,-0.1452150705817927,-0.20849723931856107,1.0
2017-01-07 17:00:00,2017,1,17,7,617,,,,-0.5138433435436234,-0.13258318864165947,-0.19622848260003034,1.0
2017-01-07 18:00:00,2017,1,18,7,618,,,,-0.5209435904376369,-0.11412159027628475,-0.1840969090930733,1.0
2017-01-07 19:00:00,2017,1,19,7,619,,,,-0.5343355674362186,-0.1017559532614433,-0.19873845150383163,1.0
2017-01-07 20:00:00,2017,1,20,7,620,,,,-0.5521071640071867,-0.09645609270035448,-0.21975225650634123,1.0
2017-01-07 21:00:00,2017,1,21,7,621,,,,-0.568287228487776,-0.09185495057564518,-0.23739082188183677,1.0
2017-01-07 22:00:00,2017,1,22,7,622,,,,-0.5734339055234634,-0.0824365182608067,-0.23183385423069083,1.0
2017-01-07 23:00:00,2017,1,23,7,623,,,,-0.5753134732389222,-0.0693109372490565,-0.22524914699018342,1.0
2017-01-08 12:00:00,2017,1,12,8,712,3663.289999999999,0.0,,-0.5569222723827711,0.046801707058086645,-0.20454933266585415,1.0
2017-01-08 13:00:00,2017,1,13,8,713,3663.289999999999,0.0,,-0.5705209811397537,0.01573338058913606,-0.21351067137778712,1.0
2017-01-08 14:00:00,2017,1,14,8,714,3663.289999999999,58.8,,-0.5842338947546002,-0.02537506060488033,-0.22451569312053787,1.0
2017-01-08 15:00:00,2017,1,15,8,715,3663.289999999999,413.57999999999976,,-0.6000665676771139,-0.061490765396716295,-0.23270494423363952,1.0
2017-01-08 16:00:00,2017,1,16,8,716,3663.289999999999,432.5899999999998,,-0.5988553095555963,-0.06705423689666588,-0.2190551071112663,1.0
2017-01-08 17:00:00,2017,1,17,8,717,3663.289999999999,643.6199999999995,,-0.6000518649472255,-0.0755174502231778,-0.20510721267012938,1.0
2017-01-08 18:00:00,2017,1,18,8,718,3663.289999999999,636.32,,-0.6007787382759293,-0.0733948824948479,-0.1912781819495741,1.0
2017-01-08 19:00:00,2017,1,19,8,719,3663.289999999999,557.9999999999998,,-0.5889576354042796,-0.09239446761997082,-0.2003174661363784,1.0
2017-01-08 20:00:00,2017,1,20,8,720,3663.289999999999,686.8900000000002,,-0.5824743391807096,-0.11693711895841034,-0.21182989563300025,1.0
2017-01-08 21:00:00,2017,1,21,8,721,3663.289999999999,175.12,,-0.5744787325649697,-0.140285363970039,-0.22305625011282865,1.0
2017-01-08 22:00:00,2017,1,22,8,722,3663.289999999999,58.370000000000005,,-0.562121885977009,-0.17636901535164692,-0.2181087630101971,1.0
2017-01-09 12:00:00,2017,2,12,9,112,3345.0299999999993,231.94,,-0.4548065254578025,-0.26091174238657133,-0.23184755863563505,1.0
2017-01-09 13:00:00,2017,2,13,9,113,3345.0299999999993,218.5799999999999,,-0.4712569412489933,-0.26937897402682687,-0.24556539849941458,1.0
2017-01-09 14:00:00,2017,2,14,9,114,3345.0299999999993,192.23999999999998,,-0.48491926955817605,-0.2700817107769499,-0.25475189436689444,1.0
2017-01-09 15:00:00,2017,2,15,9,115,3345.0299999999993,164.33999999999992,,-0.5022343441110421,-0.27997279170915557,-0.27126966996483226,1.0
2017-01-09 16:00:00,2017,2,16,9,116,3345.0299999999993,161.16,,-0.49859997746752416,-0.29058563035080504,-0.2587040569039589,1.0
2017-01-09 17:00:00,2017,2,17,9,117,3345.0299999999993,300.32,,-0.4980694533065545,-0.30169415688288564,-0.24857221977249477,1.0
2017-01-09 18:00:00,2017,2,18,9,118,3345.0299999999993,659.1900000000002,,-0.4925021747681573,-0.3140174950284099,-0.23620595344012194,1.0
2017-01-09 19:00:00,2017,2,19,9,119,3345.0299999999993,729.8099999999995,,-0.49778663723681643,-0.3081454797338514,-0.2514473691690475,1.0
2017-01-09 20:00:00,2017,2,20,9,120,3345.0299999999993,394.3199999999998,,-0.49670536745804067,-0.2920950881275458,-0.2640099311687104,1.0
2017-01-09 21:00:00,2017,2,21,9,121,3345.0299999999993,242.21,,-0.49975064620582654,-0.28715123423450645,-0.27891209243069837,1.0
2017-01-09 22:00:00,2017,2,22,9,122,3345.0299999999993,50.92000000000001,,-0.4953360620541845,-0.2884715590966107,-0.27270183739494636,1.0
2017-01-10 12:00:00,2017,2,12,10,212,2924.249999999999,185.64,,-0.11964408592496557,-0.18703609570357765,-0.02156242173062089,1.0
2017-01-10 13:00:00,2017,2,13,10,213,2924.249999999999,333.5899999999998,,-0.090024389055126,-0.22230168739634285,0.008724643815683037,1.0
2017-01-10 14:00:00,2017,2,14,10,214,2924.249999999999,90.59999999999998,,-0.06147598490261411,-0.25530196138019684,0.036268336444652306,1.0
2017-01-10 15:00:00,2017,2,15,10,215,2924.249999999999,154.99000000000004,,-0.0428721819172051,-0.2898591822385587,0.060504801667219485,1.0
2017-01-10 16:00:00,2017,2,16,10,216,2924.249999999999,160.89999999999998,,-0.20658439627701214,-0.29897905690679666,-0.04749866722095957,1.0
2017-01-10 17:00:00,2017,2,17,10,217,2924.249999999999,269.2199999999999,,-0.36925920186291733,-0.3115147665786613,-0.15538377720476573,1.0
2017-01-10 18:00:00,2017,2,18,10,218,2924.249999999999,451.5199999999997,,-0.5371031843046283,-0.32576563923576096,-0.2664740753011096,1.0
2017-01-10 19:00:00,2017,2,19,10,219,2924.249999999999,668.4399999999995,,-0.5400106776194427,-0.31727536832244146,-0.2765111796401284,1.0
2017-01-10 20:00:00,2017,2,20,10,220,2924.249999999999,396.39000000000004,,-0.5325499286803206,-0.30926402527838587,-0.2773264753245617,1.0
2017-01-10 21:00:00,2017,2,21,10,221,2924.249999999999,160.12,,-0.531631925739225,-0.2964250944785605,-0.28441086791523396,1.0
2017-01-10 22:00:00,2017,2,22,10,222,2924.249999999999,52.84,,-0.5300725899392058,-0.28862278911301137,-0.27291304119675447,1.0
2017-01-11 12:00:00,2017,2,12,11,312,2351.6099999999997,116.00999999999999,,-0.571842849097588,-0.0286613876055861,-0.3165702381869267,1.0
2017-01-11 13:00:00,2017,2,13,11,313,2351.6099999999997,223.70000000000002,,-0.5799599166984999,0.00405883536270502,-0.30649882544525814,1.0
2017-01-11 14:00:00,2017,2,14,11,314,2351.6099999999997,113.07000000000002,,-0.5820978447924089,0.037285499110036625,-0.29160417307333725,1.0
2017-01-11 15:00:00,2017,2,15,11,315,2351.6099999999997,24.83,,-0.5874268249113127,0.07777021696846004,-0.27790067240358096,1.0
2017-01-11 16:00:00,2017,2,16,11,316,2351.6099999999997,60.07000000000001,,-0.5657432582202048,0.05639571628814914,-0.2614616290629613,1.0
2017-01-11 17:00:00,2017,2,17,11,317,2351.6099999999997,232.59000000000003,,-0.5370202867331269,0.038253924829386,-0.23795443041942146,1.0
2017-01-11 18:00:00,2017,2,18,11,318,2351.6099999999997,468.04999999999984,,-0.5150888685515359,0.018814202613965852,-0.21799098387124366,1.0
2017-01-11 19:00:00,2017,2,19,11,319,2351.6099999999997,466.69999999999965,,-0.500764619316426,0.0253231035291029,-0.20834214695223438,1.0
2017-01-11 20:00:00,2017,2,20,11,320,2351.6099999999997,515.27,,-0.48979618427430044,0.038069125612576096,-0.20100405292520726,1.0
2017-01-11 21:00:00,2017,2,21,11,321,2351.6099999999997,104.08999999999999,,-0.4669962771462846,0.038039939268068486,-0.18426836677891342,1.0
2017-01-11 22:00:00,2017,2,22,11,322,2351.6099999999997,27.229999999999997,,-0.4092633412721196,0.025857835394710184,-0.1389835310886875,1.0
2017-01-12 12:00:00,2017,2,12,12,412,3458.1899999999987,291.29999999999984,,-0.5113529648197982,-0.003947095339664671,-0.26487121241044703,1.0
2017-01-12 13:00:00,2017,2,13,12,413,3458.1899999999987,391.8,,-0.5097716111896524,-0.04189108783805429,-0.2711227651168538,1.0
2017-01-12 14:00:00,2017,2,14,12,414,3458.1899999999987,150.42999999999995,,-0.506598725469128,-0.08053379877282348,-0.273313745030905,1.0
2017-01-12 15:00:00,2017,2,15,12,415,3458.1899999999987,130.7,,-0.5085323326496939,-0.12411971843301539,-0.2830943036104445,1.0
2017-01-12 16:00:00,2017,2,16,12,416,3458.1899999999987,109.24999999999996,,-0.5106232514343814,-0.16422308061988727,-0.28208683457541034,1.0
2017-01-12 17:00:00,2017,2,17,12,417,3458.1899999999987,193.57999999999996,,-0.5209192860473659,-0.2157408791470174,-0.2894276919817717,1.0
2017-01-12 18:00:00,2017,2,18,12,418,3458.1899999999987,590.7399999999999,,-0.5273898244044403,-0.2629100177876419,-0.2951834669576808,1.0
2017-01-12 19:00:00,2017,2,19,12,419,3458.1899999999987,974.3199999999991,,-0.5499125818289418,-0.27151795059598016,-0.3138639998992113,1.0
2017-01-12 20:00:00,2017,2,20,12,420,3458.1899999999987,486.94999999999993,,-0.5683826680508968,-0.2868291193103737,-0.33674457955061377,1.0
2017-01-12 21:00:00,2017,2,21,12,421,3458.1899999999987,93.97000000000001,,-0.5901785521466946,-0.2975596198470418,-0.3549434099307199,1.0
2017-01-12 22:00:00,2017,2,22,12,422,3458.1899999999987,45.149999999999984,,-0.5620462204056748,-0.2614428145646202,-0.33931936120534995,1.0
2017-01-13 12:00:00,2017,2,12,13,512,5981.280000000001,200.58000000000004,,-0.6143537287859467,-0.0320591602593945,-0.3259468792586695,1.0
2017-01-13 13:00:00,2017,2,13,13,513,5981.280000000001,164.57,,-0.4490456488201127,-0.043889065551139764,-0.20663923935415676,1.0
2017-01-13 14:00:00,2017,2,14,13,514,5981.280000000001,411.6199999999999,,-0.28876484005716013,-0.06255530433149836,-0.08985255418928202,1.0
2017-01-13 15:00:00,2017,2,15,13,515,5981.280000000001,160.74,,-0.11722028591929375,-0.07999513548136937,0.03595339017599172,1.0
2017-01-13 16:00:00,2017,2,16,13,516,5981.280000000001,353.36999999999995,,-0.216795489879575,-0.12394664059821459,-0.03942950676856564,1.0
2017-01-13 17:00:00,2017,2,17,13,517,5981.280000000001,639.7399999999999,,-0.3132668513573078,-0.16740245782462862,-0.1109559185550208,1.0
2017-01-13 18:00:00,2017,2,18,13,518,5981.280000000001,751.8999999999997,,-0.4176954771728547,-0.22033793292641024,-0.18914791351163177,1.0
2017-01-13 19:00:00,2017,2,19,13,519,5981.280000000001,847.9299999999995,,-0.49223204007698246,-0.16225082900741086,-0.23355138043295023,1.0
2017-01-13 20:00:00,2017,2,20,13,520,5981.280000000001,1212.9200000000023,,-0.577131625679705,-0.10966033694355223,-0.28727004742193063,1.0
2017-01-13 21:00:00,2017,2,21,13,521,5981.280000000001,729.0799999999999,,-0.6570852169301218,-0.05522317447467913,-0.33705786179489877,1.0
2017-01-13 22:00:00,2017,2,22,13,522,5981.280000000001,395.28999999999974,,-0.6589214834627637,-0.031704682563510854,-0.3233158565500289,1.0
2017-01-13 23:00:00,2017,2,23,13,523,5981.280000000001,113.53999999999996,,-0.6573220108829032,-0.0006511387273496857,-0.30843456335710123,1.0
2017-01-14 12:00:00,2017,2,12,14,612,5135.759999999998,166.95,,-0.5804397611834052,-0.04167074231873347,-0.2891591577854527,1.0
2017-01-14 13:00:00,2017,2,13,14,613,5135.759999999998,282.71,,-0.536974390105794,-0.05820875087685652,-0.2513272989893933,1.0
2017-01-14 14:00:00,2017,2,14,14,614,5135.759999999998,493.52999999999975,,-0.5115643177085832,-0.07727109782212395,-0.22519135458952136,1.0
2017-01-14 15:00:00,2017,2,15,14,615,5135.759999999998,265.15999999999997,,-0.4744114780982384,-0.09916438333012464,-0.1933222257069215,1.0
2017-01-14 16:00:00,2017,2,16,14,616,5135.759999999998,451.0299999999999,,-0.30346413244176956,-0.08958341895656356,-0.047590860832639824,1.0
2017-01-14 17:00:00,2017,2,17,14,617,5135.759999999998,398.76999999999987,,-0.11147707003555787,-0.08104700330608819,0.11085803030046851,1.0
2017-01-14 18:00:00,2017,2,18,14,618,5135.759999999998,741.5799999999995,,0.05827372022928161,-0.07992925225903906,0.2560376693671454,1.0
2017-01-14 19:00:00,2017,2,19,14,619,5135.759999999998,991.6299999999997,,-0.045551362234668734,-0.0751404154421741,0.16092945020434016,1.0
2017-01-14 20:00:00,2017,2,20,14,620,5135.759999999998,572.6599999999996,,-0.16585857230840637,-0.07305647746845197,0.05634953981192956,1.0
2017-01-14 21:00:00,2017,2,21,14,621,5135.759999999998,538.16,,-0.27367778082054034,-0.07644420376617421,-0.04141998174994697,1.0
2017-01-14 22:00:00,2017,2,22,14,622,5135.759999999998,230.30000000000015,,-0.3779876574486517,-0.09155551549761047,-0.11684029159929103,1.0
2017-01-14 23:00:00,2017,2,23,14,623,5135.759999999998,3.279999999999984,,-0.47290401664201326,-0.10695796583487173,-0.1856964233822332,1.0
2017-01-15 12:00:00,2017,2,12,15,712,4123.759999999999,156.06,,-0.0991454589620169,-0.011131666647767078,0.06917229813106449,1.0
2017-01-15 13:00:00,2017,2,13,15,713,4123.759999999999,174.71,,-0.12945114514670067,-0.031187316004837193,0.04789884350577247,1.0
2017-01-15 14:00:00,2017,2,14,15,714,4123.759999999999,485.6100000000002,,-0.16376029715486293,-0.04477640122843183,0.027995308837222805,1.0
2017-01-15 15:00:00,2017,2,15,15,715,4123.759999999999,173.24999999999997,,-0.19127789585753863,-0.05706755569536972,0.010434087369270977,1.0
2017-01-15 16:00:00,2017,2,16,15,716,4123.759999999999,543.26,,-0.15301633306505302,-0.07450146419531081,0.062282094208249275,1.0
2017-01-15 17:00:00,2017,2,17,15,717,4123.759999999999,304.00999999999976,,-0.10450595243183684,-0.09647887556517723,0.12083158311024401,1.0
2017-01-15 18:00:00,2017,2,18,15,718,4123.759999999999,1011.3499999999993,,-0.060401540235010674,-0.11914328817008252,0.1784972633180386,1.0
2017-01-15 19:00:00,2017,2,19,15,719,4123.759999999999,676.8,,-0.1334793477403132,-0.11931196960103058,0.1179574185000103,1.0
2017-01-15 20:00:00,2017,2,20,15,720,4123.759999999999,413.85,,-0.19855068552873392,-0.11023766492919121,0.0596755550151793,1.0
2017-01-15 21:00:00,2017,2,21,15,721,4123.759999999999,109.27000000000001,,-0.27936779442369203,-0.11404197193088154,-0.007787399311499843,1.0
2017-01-15 22:00:00,2017,2,22,15,722,4123.759999999999,75.58999999999999,,-0.28262919030167677,-0.09735780593492349,-0.005205239943034665,1.0
2017-01-16 12:00:00,2017,3,12,16,112,2364.2899999999986,196.48000000000002,,0.5554578800982406,-0.45940858237772275,0.44305266018611106,1.0
2017-01-16 13:00:00,2017,3,13,16,113,2364.2899999999986,126.27000000000001,,0.5446591840989979,-0.4880678166510976,0.4360809063290199,1.0
2017-01-16 14:00:00,2017,3,14,16,114,2364.2899999999986,41.16,,0.5310724006177477,-0.5244915458146046,0.42639369765698804,1.0
2017-01-16 15:00:00,2017,3,15,16,115,2364.2899999999986,70.9,,0.5248260742031191,-0.5509246879298033,0.4222498332493916,1.0
2017-01-16 16:00:00,2017,3,16,16,116,2364.2899999999986,54.410000000000004,,0.5123441596561518,-0.5574723823876777,0.43031622852763995,1.0
2017-01-16 17:00:00,2017,3,17,16,117,2364.2899999999986,74.94,,0.5063527461440193,-0.5694800239156552,0.44160138586986525,1.0
2017-01-16 18:00:00,2017,3,18,16,118,2364.2899999999986,441.14999999999986,,0.4919782472360211,-0.58208687776391,0.4464635267083446,1.0
2017-01-16 19:00:00,2017,3,19,16,119,2364.2899999999986,672.469999999999,,0.4889291008639508,-0.5799499941561962,0.4343811703032806,1.0
2017-01-16 20:00:00,2017,3,20,16,120,2364.2899999999986,389.4899999999999,,0.4917266715205052,-0.580236644368121,0.4260225081560651,1.0
2017-01-16 21:00:00,2017,3,21,16,121,2364.2899999999986,187.94,,0.482612845171652,-0.5815202592453941,0.411371251795185,1.0
2017-01-16 22:00:00,2017,3,22,16,122,2364.2899999999986,109.07999999999998,,0.4864383414275619,-0.5771715993588884,0.4196165972158374,1.0
2017-01-17 12:00:00,2017,3,12,17,212,2915.2400000000002,166.56,,0.1668981222650837,-0.6117067276831362,0.15951499989682374,1.0
2017-01-17 13:00:00,2017,3,13,17,213,2915.2400000000002,91.2,,0.18222645231059878,-0.6078996203109235,0.17673670195573732,1.0
2017-01-17 14:00:00,2017,3,14,17,214,2915.2400000000002,129.23,,0.19621110175621814,-0.60145901603744,0.1948677871793658,1.0
2017-01-17 15:00:00,2017,3,15,17,215,2915.2400000000002,63.470000000000006,,0.20524975684953192,-0.596865082168971,0.20910536219991022,1.0
2017-01-17 16:00:00,2017,3,16,17,216,2915.2400000000002,154.69000000000003,,0.2748568567017889,-0.594963433907968,0.2782263686748212,1.0
2017-01-17 17:00:00,2017,3,17,17,217,2915.2400000000002,197.94999999999996,,0.336506692216232,-0.6025414435223325,0.34190012578968604,1.0
2017-01-17 18:00:00,2017,3,18,17,218,2915.2400000000002,580.8499999999998,,0.39574554981455246,-0.6001608673920654,0.4013710702302396,1.0
2017-01-17 19:00:00,2017,3,19,17,219,2915.2400000000002,1061.1300000000003,,0.4173208155653114,-0.5863866675675776,0.4098785921205671,1.0
2017-01-17 20:00:00,2017,3,20,17,220,2915.2400000000002,310.2,,0.4309388169782567,-0.5820921256184571,0.41240394034835837,1.0
2017-01-17 21:00:00,2017,3,21,17,221,2915.2400000000002,96.15000000000006,,0.45092255063863673,-0.5676192073575895,0.4176839225006105,1.0
2017-01-17 22:00:00,2017,3,22,17,222,2915.2400000000002,63.809999999999945,,0.4383789079539313,-0.5667481160277406,0.41370693705982653,1.0
2017-01-18 12:00:00,2017,3,12,18,312,2150.2199999999993,136.05999999999997,,0.3355644038581524,-0.5072269976232768,0.3067968403016981,1.0
2017-01-18 13:00:00,2017,3,13,18,313,2150.2199999999993,178.31,,0.3124645537100945,-0.5336968045235126,0.29332714156040623,1.0
2017-01-18 14:00:00,2017,3,14,18,314,2150.2199999999993,92.71999999999998,,0.29589906560174517,-0.54616033188392,0.2833433062025114,1.0
2017-01-18 15:00:00,2017,3,15,18,315,2150.2199999999993,126.63999999999997,,0.27503839917456024,-0.5735583001856748,0.2698556262593382,1.0
2017-01-18 16:00:00,2017,3,16,18,316,2150.2199999999993,172.41000000000003,,0.27350859522191945,-0.5802783675370183,0.28498024968304253,1.0
2017-01-18 17:00:00,2017,3,17,18,317,2150.2199999999993,235.68000000000004,,0.27421797499015155,-0.5879265962898808,0.30038444200222897,1.0
2017-01-18 18:00:00,2017,3,18,18,318,2150.2199999999993,441.4799999999999,,0.27007393290311826,-0.6045587950276797,0.31274955713510844,1.0
2017-01-18 19:00:00,2017,3,19,18,319,2150.2199999999993,585.9399999999997,,0.2966494232252972,-0.563247321491103,0.33026310604637676,1.0
2017-01-18 20:00:00,2017,3,20,18,320,2150.2199999999993,109.86,,0.3186725439628627,-0.5241619401127022,0.34460870570292024,1.0
2017-01-18 21:00:00,2017,3,21,18,321,2150.2199999999993,39.4,,0.3449469820143896,-0.48960834440288625,0.361977424723515,1.0
2017-01-18 22:00:00,2017,3,22,18,322,2150.2199999999993,31.72,,0.3610466556840975,-0.4849236278119951,0.3823799045535678,1.0
2017-01-19 12:00:00,2017,3,12,19,412,2511.5999999999995,166.10999999999996,,0.49493890300045884,-0.3808657308422113,0.4258850947866864,1.0
2017-01-19 13:00:00,2017,3,13,19,413,2511.5999999999995,153.32000000000005,,0.47573170997792547,-0.4198740029737271,0.40773289724329287,1.0
